ros_time_s,exec_index,target_index,buffer_lead,latency_ms,compute_ms,path_length,ik_counts,base_dx,base_dy,base_dz,base_disp_m,success
1773655037.891965,132,134,2,2.550,2.447,4.931050,8;8,-0.045094,-0.000077,0.000000,0.045094,1
1773655038.374289,133,135,2,2.883,2.780,8.055033,8;8,-0.045368,-0.000077,0.000000,0.045368,1
1773655038.378876,134,136,2,2.633,2.540,4.932052,8;8,-0.045368,-0.000077,0.000000,0.045368,1
1773655038.818132,135,137,2,2.748,2.632,4.947004,8;8,-0.045973,-0.000078,0.000000,0.045973,1
1773655039.188411,136,138,2,3.010,2.900,4.932747,8;8,-0.046122,-0.000078,0.000000,0.046122,1
1773655039.581953,137,139,2,2.511,2.394,6.281288,8;8,-0.046525,-0.000079,0.000000,0.046525,1
1773655039.955216,138,140,2,3.820,3.714,4.885242,8;8,-0.047059,-0.000080,0.000000,0.047059,1
1773655039.960279,139,141,2,2.965,2.788,4.858303,8;8,-0.047059,-0.000080,0.000000,0.047059,1
1773655039.967362,140,142,2,3.647,3.510,4.870631,8;8,-0.047059,-0.000080,0.000000,0.047059,1
1773655040.222667,141,143,2,3.183,3.085,6.235241,8;8,-0.047360,-0.000080,0.000000,0.047360,1
1773655040.615099,142,144,2,3.623,3.507,4.871006,8;8,-0.047759,-0.000081,0.000000,0.047759,1
1773655040.990684,143,145,2,2.668,2.569,6.187659,8;8,-0.048073,-0.000082,0.000000,0.048073,1
1773655041.376409,144,146,2,2.833,2.737,4.876109,8;8,-0.048252,-0.000082,0.000000,0.048252,1
1773655041.801191,145,147,2,3.667,3.566,6.263276,8;8,-0.049013,-0.000083,0.000000,0.049013,1
1773655042.240338,146,148,2,2.866,2.653,4.874101,8;8,-0.049600,-0.000084,0.000000,0.049600,1
1773655042.684005,147,149,2,2.628,2.484,4.828186,8;8,-0.049808,-0.000085,0.000000,0.049808,1
1773655043.134476,148,150,2,3.061,2.948,4.871433,8;8,-0.050177,-0.000085,0.000000,0.050177,1
1773655043.576150,149,151,2,2.762,2.657,4.824087,8;8,-0.050784,-0.000086,0.000000,0.050784,1
1773655044.024462,150,152,2,3.081,2.981,4.867986,8;8,-0.051074,-0.000087,0.000000,0.051074,1
1773655044.463901,151,153,2,2.627,2.518,7.424300,8;8,-0.051734,-0.000088,0.000000,0.051734,1
1773655044.910884,152,154,2,2.676,2.566,4.864008,8;8,-0.052044,-0.000088,0.000000,0.052044,1
1773655045.311260,153,155,2,3.284,3.125,7.320020,8;8,-0.052553,-0.000089,0.000000,0.052553,1
1773655045.796245,154,156,2,2.677,2.580,4.852353,8;8,-0.052887,-0.000090,0.000000,0.052887,1
1773655046.112344,155,157,2,2.873,2.699,4.871022,8;8,-0.053410,-0.000091,0.000000,0.053410,1
1773655046.532639,156,158,2,3.061,2.955,7.587580,8;8,-0.053749,-0.000091,0.000000,0.053749,1
1773655046.893934,157,159,2,2.566,2.436,4.870391,8;8,-0.054226,-0.000092,0.000000,0.054226,1
1773655047.298377,158,160,2,2.549,2.450,4.879718,8;8,-0.054451,-0.000093,0.000000,0.054452,1
1773655047.674428,159,161,2,2.906,2.817,7.447946,8;8,-0.055005,-0.000093,0.000000,0.055005,1
1773655047.679009,160,162,2,2.912,2.817,6.310086,8;8,-0.055005,-0.000093,0.000000,0.055005,1
1773655047.702079,161,163,2,2.550,2.395,4.932721,8;8,-0.055032,-0.000094,0.000000,0.055032,1
1773655047.972933,162,164,2,3.405,3.275,4.932499,8;8,-0.055318,-0.000094,0.000000,0.055318,1
1773655048.364003,163,165,2,2.554,2.454,4.932359,8;8,-0.055589,-0.000094,0.000000,0.055589,1
1773655048.760268,164,166,2,3.008,2.907,7.359126,8;8,-0.056136,-0.000095,0.000000,0.056136,1
1773655049.154449,165,167,2,3.102,3.006,7.356463,8;8,-0.056345,-0.000096,0.000000,0.056345,1
1773655049.438092,166,168,2,3.790,3.573,4.926714,8;8,-0.056562,-0.000096,0.000000,0.056562,1
1773655049.852435,167,169,2,2.973,2.841,4.927469,8;8,-0.057132,-0.000097,0.000000,0.057132,1
1773655050.299967,168,170,2,2.766,2.640,4.928436,8;8,-0.057386,-0.000098,0.000000,0.057386,1
1773655050.746258,169,171,2,2.912,2.552,4.929615,8;8,-0.057888,-0.000098,0.000000,0.057889,1
1773655051.193814,170,172,2,2.541,2.437,4.931005,8;8,-0.058297,-0.000099,0.000000,0.058297,1
1773655051.642708,171,173,2,2.901,2.804,4.932569,8;8,-0.058705,-0.000100,0.000000,0.058706,1
1773655052.091742,172,174,2,2.508,2.416,4.934307,8;8,-0.059126,-0.000100,0.000000,0.059126,1
1773655052.540189,173,175,2,2.856,2.734,7.344434,8;8,-0.059492,-0.000101,0.000000,0.059492,1
1773655052.991782,174,176,2,2.498,2.388,4.943951,8;8,-0.060030,-0.000102,0.000000,0.060031,1
1773655053.452089,175,177,2,2.821,2.663,9.138669,8;8,-0.060536,-0.000103,0.000000,0.060536,1
1773655053.688500,176,178,2,3.138,3.005,4.951519,8;8,-0.060831,-0.000103,0.000000,0.060831,1
1773655054.046676,177,179,2,3.227,3.126,4.932090,8;8,-0.060995,-0.000104,0.000000,0.060995,1
1773655054.454287,178,180,2,2.995,2.894,4.959370,8;8,-0.061218,-0.000104,0.000000,0.061218,1
1773655054.816584,179,181,2,3.370,3.268,4.932791,8;8,-0.061836,-0.000105,0.000000,0.061836,1
1773655055.221704,180,182,2,2.560,2.469,4.931476,8;8,-0.062018,-0.000105,0.000000,0.062018,1
1773655055.581696,181,183,2,2.587,2.464,5.538940,8;8,-0.062316,-0.000106,0.000000,0.062316,1
